popularity,vote_average,vote_count,original_title,release_year,release_month,release_day,release_weekday,is_weekend_release,years_since_release,overview_length,title_length,vote_power,rating_power
7.856,6.242,737,8953.0,2004,7,8,3,0,19,515,12,41.22181735315615,41.22181735315615
11.066,5.927,467,3838.0,2010,2,10,2,0,13,358,8,36.44197158990389,36.44197158990389
13.902,5.833,2446,5096.0,2013,5,30,3,0,10,210,17,45.5126711640611,45.5126711640611
16.037,6.222,1608,4694.0,2010,6,18,4,0,13,479,8,45.939316610586616,45.939316610586616
12.349,6.717,852,2228.0,2013,9,18,2,0,10,401,11,45.3314178805016,45.3314178805016
7.891,7.0,671,2890.0,2017,2,15,2,0,6,122,14,45.571808383662045,45.571808383662045
12.133,5.6,387,3090.0,2020,10,29,3,0,3,137,12,33.38162990189033,33.38162990189033
31.73,6.112,6581,93.0,2014,3,5,2,0,9,267,22,53.73727809712408,53.73727809712408
16.117,7.5,811,9355.0,1992,4,16,3,0,31,271,4,50.246252551212585,50.246252551212585
31.848,6.3,3841,2498.0,2006,10,22,6,1,17,263,12,51.99861456296956,51.99861456296956
12.457,6.7,868,6269.0,2002,11,6,2,0,21,175,6,45.34119893927813,45.34119893927813
6.869,7.3,383,2184.0,2019,5,24,4,0,4,418,15,43.43969063389041,43.43969063389041
21.592,7.141,9372,8408.0,2000,11,22,2,0,23,273,11,65.30864744098466,65.30864744098466
5.951,5.738,474,8404.0,2007,12,14,4,0,16,309,21,35.36510034555077,35.36510034555077
16.479,6.03,1379,5650.0,2018,10,25,3,0,5,93,8,43.59592783225204,43.59592783225204
18.792,6.003,641,265.0,2010,8,4,2,0,13,694,35,38.80692358705084,38.80692358705084
16.878,6.14,1006,76.0,2000,4,6,3,0,23,314,7,42.45644768129197,42.45644768129197
11.583,7.1,502,855.0,2019,3,31,6,1,4,215,38,44.16619020770815,44.16619020770815
6.311,5.3,429,8550.0,2015,8,28,4,0,8,92,7,32.13806160604432,32.13806160604432
18.134,5.8,334,6614.0,2020,8,14,4,0,3,207,5,33.721957084585384,33.721957084585384
26.171,5.838,740,8375.0,2024,9,12,3,0,-1,148,6,38.57750765047855,38.57750765047855
24.931,5.6,1477,7216.0,2007,3,22,3,0,16,130,21,40.87129256844562,40.87129256844562
22.662,6.6,1760,7745.0,1995,2,9,3,0,28,119,22,49.32600491607496,49.32600491607496
10.136,7.1,426,6217.0,2005,2,13,6,1,18,614,32,43.00316649392323,43.00316649392323
13.448,6.6,1669,8148.0,2021,5,5,2,0,2,178,22,48.97582077571128,48.97582077571128
11.708,6.8,639,3673.0,2011,3,10,3,0,12,306,17,43.93798359920528,43.93798359920528
30.728,7.671,6431,6766.0,2009,11,20,4,0,14,179,14,67.26731206009788,67.26731206009788
17.366,6.7,546,9096.0,1989,7,15,5,1,34,247,21,42.23980697622727,42.23980697622727
9.135,6.646,792,4275.0,2010,8,16,0,0,13,220,17,44.3675211309852,44.3675211309852
12.44,6.563,623,4991.0,1997,7,18,4,0,26,429,15,42.24045486760856,42.24045486760856
13.891,5.9,1241,1171.0,2020,2,20,3,0,3,120,18,42.0344217487112,42.0344217487112
15.082,6.699,1076,1155.0,1996,2,21,2,0,27,317,13,46.77198040227064,46.77198040227064
14.724,7.502,997,1201.0,1935,4,20,5,1,88,279,21,51.806961078888605,51.806961078888605
7.227,6.2,359,8366.0,2012,3,14,2,0,11,562,21,36.493844994990965,36.493844994990965
10.158,6.6,352,7403.0,2017,3,3,4,0,6,214,13,38.71868917575976,38.71868917575976
7.898,5.552,702,8706.0,2022,11,25,4,0,1,286,11,36.39534146333281,36.39534146333281
16.898,7.809,469,3405.0,2003,5,28,2,0,20,466,53,48.04668961294435,48.04668961294435
10.345,5.0,492,7455.0,2017,10,5,3,0,6,688,11,31.00254587021345,31.00254587021345
8.78,6.9,358,3338.0,2001,11,23,4,0,22,428,14,40.59492448056913,40.59492448056913
76.389,8.397,15945,6275.0,2018,12,6,3,0,5,458,33,81.25746077184532,81.25746077184532
20.404,6.7,606,2088.0,2023,9,15,4,0,0,316,10,42.93714290009864,42.93714290009864
8.734,6.309,488,3583.0,2018,8,16,3,0,5,261,13,39.067614946096974,39.067614946096974
20.069,7.173,7260,3164.0,2011,11,22,1,0,12,434,4,63.76992707687451,63.76992707687451
7.518,7.4,365,3305.0,1965,3,3,2,0,58,301,25,43.67948666717011,43.67948666717011
54.16,7.152,6977,7730.0,2009,6,2,1,0,14,175,12,63.29890203073254,63.29890203073254
15.751,7.487,1628,4796.0,1992,3,13,4,0,31,422,15,55.37176768360352,55.37176768360352
7.012,5.731,422,6835.0,2014,10,10,4,0,9,137,9,34.65748995811422,34.65748995811422
35.793,6.922,4999,8591.0,2016,8,18,3,0,7,166,8,58.9560112709832,58.9560112709832
30.668,6.806,692,9208.0,2022,3,18,4,0,1,310,1,44.51825017448648,44.51825017448648
22.43,7.508,1793,6889.0,1974,4,7,6,1,49,135,16,56.25146044398151,56.25146044398151
9.582,7.2,484,486.0,2003,8,15,4,0,20,101,17,44.52587201474988,44.52587201474988
8.332,7.7,363,283.0,2011,3,31,3,0,12,135,12,45.4080847808029,45.4080847808029
8.872,7.876,311,269.0,2019,8,30,4,0,4,352,16,45.23189310718749,45.23189310718749
12.89,6.1,1213,8487.0,2009,9,4,4,0,14,552,15,43.320223426878606,43.320223426878606
14.565,6.933,1556,4125.0,2000,9,27,2,0,23,370,21,50.96112861932511,50.96112861932511
7.248,7.1,310,327.0,1949,11,18,4,0,74,197,10,40.75252967647256,40.75252967647256
12.009,7.5,855,1615.0,2007,9,12,2,0,16,152,7,50.64202782106307,50.64202782106307
35.013,6.164,6719,6606.0,2003,7,2,2,0,20,360,34,54.32236692419998,54.32236692419998
21.359,7.1,866,9016.0,2005,8,11,3,0,18,230,9,48.03177673514184,48.03177673514184
19.96,6.8,1260,3385.0,1987,7,1,2,0,36,313,10,48.54969028456146,48.54969028456146
15.769,6.1,526,7851.0,1994,7,1,4,0,29,308,10,38.22992334610231,38.22992334610231
15.541,6.6,460,5790.0,2000,11,17,4,0,23,163,27,40.48042708377788,40.48042708377788
13.02,7.2,4143,3421.0,2009,12,11,4,0,14,335,8,59.971800844363095,59.971800844363095
11.534,6.935,1720,4737.0,2007,6,1,4,0,16,107,10,51.67033262172702,51.67033262172702
13.451,5.863,321,4084.0,1995,6,27,1,0,28,375,12,33.85619571152687,33.85619571152687
61.828,7.122,8297,344.0,2019,4,11,3,0,4,333,5,64.26728852195862,64.26728852195862
11.873,6.212,1010,8735.0,2004,9,13,0,0,19,169,9,42.978934700555165,42.978934700555165
40.623,7.952,16568,3597.0,1993,6,11,4,0,30,348,13,77.25597620814305,77.25597620814305
17.335,7.6,355,8993.0,2011,7,15,4,0,12,285,25,44.64947355447543,44.64947355447543
13.415,6.0,680,6529.0,2011,3,4,4,0,12,409,20,39.141373836897074,39.141373836897074
8.102,6.673,401,9125.0,2001,8,17,4,0,22,526,36,40.01432478735473,40.01432478735473
19.15,7.177,716,8123.0,1981,3,27,4,0,42,294,5,47.18931930798348,47.18931930798348
22.165,5.9,540,4892.0,2008,9,6,5,1,15,332,20,37.13117374519424,37.13117374519424
7.941,7.088,441,7936.0,2018,1,20,5,1,5,155,8,43.17520444416672,43.17520444416672
15.751,7.3,4706,5748.0,2019,5,17,4,0,4,166,9,61.734684102228336,61.734684102228336
14.188,6.5,1443,3676.0,2012,6,7,3,0,11,155,10,47.28862007644301,47.28862007644301
27.139,5.89,2178,8136.0,2012,12,20,3,0,11,205,10,45.27419966282381,45.27419966282381
10.384,7.8,744,8195.0,1942,3,6,4,0,81,130,18,51.58439690336056,51.58439690336056
16.839,6.9,719,4206.0,2019,4,4,3,0,4,309,6,45.3968333628697,45.3968333628697
8.614,5.707,374,6511.0,2015,7,22,2,0,8,204,13,33.824966830213135,33.824966830213135
31.039,7.8,3508,5890.0,1992,12,23,2,0,31,342,16,63.67207372954908,63.67207372954908
8.043,4.555,658,6016.0,2014,7,31,3,0,9,189,27,29.56524569965892,29.56524569965892
28.149,7.046,5200,4296.0,2010,11,4,3,0,13,386,18,60.28984724132507,60.28984724132507
32.906,6.787,2209,6989.0,2014,9,12,4,0,9,233,8,52.264975281351575,52.264975281351575
12.114,5.923,1656,3159.0,2020,10,7,2,0,3,267,15,43.90580127521753,43.90580127521753
19.18,7.37,1160,9297.0,1972,12,30,5,1,51,400,4,52.01036255511346,52.01036255511346
9.657,6.0,334,3229.0,1998,11,13,4,0,25,414,26,34.8847831909504,34.8847831909504
17.232,6.6,936,7466.0,1978,11,15,2,0,45,112,21,45.16170966277358,45.16170966277358
8.187,7.84,818,6447.0,1927,11,4,4,0,96,120,29,52.59137921740807,52.59137921740807
6.89,4.7,502,2103.0,2011,3,16,2,0,12,139,24,29.23677379946877,29.23677379946877
10.67,5.399,316,2289.0,1985,11,24,6,1,38,370,27,31.09231067716344,31.09231067716344
35.037,7.1,319,4069.0,2024,9,12,3,0,-1,152,3,40.95507907013578,40.95507907013578
26.69,7.2,1001,5784.0,2023,6,28,2,0,0,348,28,49.75022362784263,49.75022362784263
13.679,6.7,1233,2187.0,2007,9,9,6,1,16,173,25,47.69070856991774,47.69070856991774
10.105,6.949,1467,670.0,2018,11,15,3,0,5,146,18,50.669718997553325,50.669718997553325
11.246,6.382,301,1711.0,2021,4,14,2,0,2,362,6,36.44394522488642,36.44394522488642
10.545,6.727,346,865.0,2021,1,12,1,0,2,164,26,39.34840779470253,39.34840779470253
12.426,6.157,308,1483.0,2017,5,25,3,0,6,82,9,35.300182241859424,35.300182241859424
20.04,7.078,1034,4211.0,2006,10,6,4,0,17,195,15,49.13658516294085,49.13658516294085
10.94,5.2,315,2983.0,2018,2,13,1,0,5,202,20,29.929859510651944,29.929859510651944
24.666,7.1,456,817.0,2012,2,22,2,0,11,515,26,43.48525207534885,43.48525207534885
58.83,7.316,3171,7022.0,2023,8,30,2,0,0,236,15,58.98245223543367,58.98245223543367
9.789,6.832,312,3874.0,2013,6,21,4,0,10,170,30,39.25806019777033,39.25806019777033
18.728,6.5,863,7296.0,2019,8,30,4,0,4,241,12,43.95022299722636,43.95022299722636
23.068,6.2,568,1830.0,1990,9,14,4,0,33,243,13,39.33205869158325,39.33205869158325
19.548,6.84,5119,2062.0,2012,9,7,4,0,11,514,5,58.41982247134951,58.41982247134951
45.953,6.0,5191,7168.0,2016,12,16,4,0,7,146,14,51.329245550303554,51.329245550303554
10.926,6.65,351,9186.0,2002,7,13,5,1,21,337,31,38.99314731772735,38.99314731772735
7.737,5.8,317,581.0,2018,10,14,6,1,5,395,6,33.419898020125025,33.419898020125025
9.061,7.2,1020,8104.0,2009,3,4,2,0,14,334,18,49.88547229078559,49.88547229078559
64.791,7.9,9834,4761.0,1998,6,18,3,0,25,155,5,72.63025157350297,72.63025157350297
51.974,7.5,6725,6665.0,2015,4,16,3,0,8,216,18,66.10301919225162,66.10301919225162
12.624,6.819,703,6990.0,2021,1,1,4,0,2,160,7,44.71067161064169,44.71067161064169
45.429,8.175,10564,8005.0,1995,7,19,2,0,28,409,18,75.74384327816004,75.74384327816004
34.474,7.2,6191,4754.0,1993,11,24,2,0,30,358,14,62.86329658994086,62.86329658994086
9.262,5.9,396,972.0,2011,2,1,1,0,12,457,25,35.30522405605443,35.30522405605443
58.816,7.412,8777,6070.0,2015,9,17,3,0,8,153,7,67.3009886862795,67.3009886862795
33.137,7.298,4577,372.0,1980,7,2,2,0,43,116,9,61.51496971874031,61.51496971874031
11.135,5.8,954,2458.0,2006,2,8,2,0,17,226,8,39.79792577478823,39.79792577478823
12.543,6.1,557,3741.0,1983,7,29,4,0,40,140,5,38.57858967052599,38.57858967052599
17.312,6.6,720,8779.0,2017,10,5,3,0,6,126,16,43.43221830608066,43.43221830608066
10.083,6.5,416,5865.0,2000,1,24,0,0,23,380,12,39.21506044169221,39.21506044169221
39.516,7.254,7446,6459.0,2007,3,20,1,0,16,137,8,64.67351972258501,64.67351972258501
5.625,5.849,631,4408.0,2017,2,14,1,0,6,139,13,37.71955406636497,37.71955406636497
13.452,5.8,493,6761.0,1979,12,18,1,0,44,458,14,35.97470599968995,35.97470599968995
9.405,7.214,528,4209.0,2015,4,23,3,0,8,221,10,45.238910547425775,45.238910547425775
33.506,7.8,9607,3413.0,2007,9,21,4,0,16,225,13,71.52874063732659,71.52874063732659
10.728,7.0,3492,995.0,2014,12,24,2,0,9,457,8,57.10961371364782,57.10961371364782
16.692,5.605,466,8450.0,2009,10,1,3,0,14,302,31,34.45017548923418,34.45017548923418
86.158,7.597,14029,8250.0,1999,10,30,5,1,24,322,11,72.54339725601417,72.54339725601417
10.793,6.211,308,2515.0,1978,8,16,2,0,45,145,22,35.6097826708119,35.6097826708119
19.545,7.5,2871,6719.0,2022,10,20,3,0,1,138,25,59.720729476260864,59.720729476260864
65.773,7.817,19493,2447.0,2003,5,30,4,0,20,333,12,77.21524729228106,77.21524729228106
10.976,6.303,538,8827.0,2020,7,24,4,0,3,168,13,39.64407724343941,39.64407724343941
15.37,5.112,1257,6679.0,2001,6,1,4,0,22,383,10,36.48576737127509,36.48576737127509
13.691,6.3,1524,8457.0,2018,3,22,3,0,5,104,6,46.17742304096153,46.17742304096153
26.621,7.4,5481,592.0,1995,6,30,4,0,28,322,9,63.70826704878421,63.70826704878421
15.96,6.9,341,9103.0,2005,8,20,5,1,18,140,3,40.260194085731975,40.260194085731975
9.14,7.2,342,1937.0,2004,10,25,0,0,19,97,28,42.031659219594765,42.031659219594765
13.127,5.293,1384,5218.0,2015,10,21,2,0,8,123,40,38.28667953076328,38.28667953076328
15.952,7.3,1814,2232.0,2009,6,17,2,0,14,460,14,54.77803745090234,54.77803745090234
15.996,7.4,2019,5586.0,2004,10,29,4,0,19,398,3,56.32031064892485,56.32031064892485
11.972,6.862,336,9023.0,2003,5,10,5,1,20,266,3,39.93740906807791,39.93740906807791
10.662,4.6,341,7760.0,2017,6,2,4,0,6,170,10,26.84012939048798,26.84012939048798
23.919,6.511,2388,4762.0,2004,11,3,2,0,19,391,8,50.64666088923835,50.64666088923835
35.468,7.17,1400,2185.0,1998,9,13,6,1,25,212,9,51.94623088723634,51.94623088723634
10.623,6.8,451,3956.0,2017,11,3,4,0,6,389,16,41.573038822859175,41.573038822859175
7.611,7.3,461,5837.0,2011,3,4,4,0,12,292,15,44.78962370489669,44.78962370489669
30.904,6.73,10051,7534.0,2003,11,5,2,0,20,171,22,62.02049602800524,62.02049602800524
5.871,7.071,939,5040.0,2020,1,30,3,0,3,124,13,48.4072165979921,48.4072165979921
35.305,8.3,2741,5173.0,1998,2,28,5,1,25,168,12,65.70647573901476,65.70647573901476
13.99,6.141,1201,1478.0,2004,11,24,2,0,19,473,25,43.550388328799336,43.550388328799336
35.082,6.5,3950,5570.0,2019,9,19,3,0,4,397,17,53.83120593767404,53.83120593767404
17.472,5.1,301,2336.0,1995,11,3,4,0,28,119,9,29.123177788611837,29.123177788611837
49.743,7.853,4465,6099.0,2021,12,1,2,0,2,475,6,65.998562939638,65.998562939638
9.83,7.1,830,6476.0,2020,2,24,0,0,3,213,17,47.73067154347368,47.73067154347368
12.872,6.3,2501,8466.0,2012,9,27,3,0,11,311,11,49.29652785346919,49.29652785346919
15.02,6.2,509,4442.0,2017,9,28,3,0,6,146,51,38.6533464994539,38.6533464994539
12.074,4.9,481,8470.0,2000,9,22,4,0,23,296,24,30.271926158847943,30.271926158847943
18.423,5.279,1447,4520.0,2008,7,8,1,0,15,191,9,38.42023772658015,38.42023772658015
25.063,6.832,3473,1524.0,2004,12,3,4,0,19,133,6,55.70171922054478,55.70171922054478
36.01,7.33,11573,1779.0,2014,7,8,1,0,9,200,30,68.58326581404064,68.58326581404064
9.134,5.308,342,630.0,2004,10,13,2,0,19,151,12,30.98667321355681,30.98667321355681
8.962,7.647,983,3852.0,1973,12,1,5,1,50,419,18,52.70026323475858,52.70026323475858
19.026,6.676,6000,4524.0,2000,10,6,4,0,23,404,16,58.079073033006,58.079073033006
8.67,6.2,365,5229.0,2013,10,2,2,0,10,332,8,36.59632666708847,36.59632666708847
20.674,6.692,2307,6372.0,2008,2,14,3,0,15,328,22,51.82376231208652,51.82376231208652
13.04,6.0,708,4452.0,2011,3,9,2,0,12,119,15,39.38313315919277,39.38313315919277
12.932,6.9,326,9228.0,2007,7,26,3,0,16,369,3,39.95072517919105,39.95072517919105
4.928,6.1,652,3294.0,2013,2,9,5,1,10,149,19,39.53762048858623,39.53762048858623
16.334,6.5,2321,8717.0,2018,11,6,1,0,5,280,6,50.376197054675934,50.376197054675934
13.851,7.9,1297,8133.0,2022,7,18,0,0,1,425,14,56.63178118838588,56.63178118838588
27.24,8.1,4283,3483.0,2012,6,13,2,0,11,239,6,67.73740369569788,67.73740369569788
16.848,6.5,1994,7127.0,2016,9,23,4,0,7,224,27,49.38959564060577,49.38959564060577
7.709,6.8,830,549.0,2010,6,3,3,0,13,299,14,45.71388260501705,45.71388260501705
8.203,8.0,322,9280.0,1994,5,18,2,0,29,299,2,46.22121858578125,46.22121858578125
10.73,6.664,560,2203.0,2022,12,9,4,0,1,164,15,42.18126011440325,42.18126011440325
7.178,6.892,378,5859.0,2007,2,23,4,0,16,302,14,40.92149952542808,40.92149952542808
15.349,7.116,1710,562.0,2015,12,30,2,0,8,112,9,52.977433577016846,52.977433577016846
22.725,7.6,3909,5934.0,2018,8,24,4,0,5,289,9,62.86182416264353,62.86182416264353
12.603,5.572,733,3542.0,2001,4,10,1,0,22,320,8,36.76689230744008,36.76689230744008
19.731,6.838,1056,7684.0,1963,12,18,2,0,60,420,16,47.61429312338068,47.61429312338068
27.289,6.9,303,955.0,2018,3,16,4,0,5,216,5,39.44749113970293,39.44749113970293
27.168,7.852,5983,6317.0,1986,8,8,4,0,37,397,11,68.28762316832567,68.28762316832567
12.983,7.073,1114,4589.0,2011,10,14,4,0,12,163,16,49.62848029418382,49.62848029418382
27.326,7.318,1080,7203.0,2021,12,9,3,0,2,230,15,51.12092682148372,51.12092682148372
7.79,5.6,306,1090.0,2007,1,26,4,0,16,93,19,32.0703473864883,32.0703473864883
17.269,7.7,335,6056.0,2002,2,27,2,0,21,391,7,44.79175593171667,44.79175593171667
5.485,7.4,444,4658.0,2023,3,2,3,0,0,101,13,45.125749688030176,45.125749688030176
5.532,5.864,449,891.0,2017,2,23,3,0,6,852,15,35.82462782533024,35.82462782533024
9.669,8.0,382,3644.0,2021,3,12,4,0,2,149,17,47.584279913445165,47.584279913445165
9.709,7.5,446,6595.0,2018,9,9,6,1,5,362,19,45.76918945960177,45.76918945960177
10.954,6.353,798,3009.0,2002,4,5,4,0,21,296,11,42.45939208845314,42.45939208845314
8.024,6.3,369,7603.0,2022,11,24,3,0,1,153,14,37.2550689355211,37.2550689355211
13.749,7.2,620,4453.0,2017,10,13,4,0,6,118,8,46.30558378992105,46.30558378992105
6.567,6.834,412,2147.0,2014,12,25,3,0,9,226,29,41.1642408502957,41.1642408502957
9.64,4.5,418,9402.0,2007,8,1,2,0,16,147,3,27.170419139649617,27.170419139649617
15.963,6.451,1907,8054.0,2000,2,18,4,0,23,353,20,48.729633806305095,48.729633806305095
